player_id,registration_date,days_since_registration,segment,total_playtime_hours,session_frequency_per_week,avg_session_duration_min,total_spending_usd,days_since_last_login,achievement_count,friend_count,chat_messages_sent,in_game_purchases_count,level_reached,churn_probability,churned_7day,churned_30day,engagement_score,play_intensity,session_consistency,achievement_velocity,recency_score,spending_per_hour,spending_per_session,purchase_frequency,avg_transaction_value,is_spender,spending_tier,social_score,chat_per_friend,social_ratio,is_social,leveling_speed,achievement_completion_rate,progression_score,fast_progressor,lifecycle_stage,inactivity_risk,activity_decay,last_login_bucket,expected_next_login,overdue_for_login,engagement_spending_ratio,activity_consistency,progression_balance,risk_inactive,risk_low_engagement,risk_declining,risk_no_friends,risk_no_spending,risk_short_sessions,total_risk_flags,high_risk,segment_encoded,above_segment_avg,spending_vs_segment
P10769,2025-11-19,40,Casual,25.3,1.5,22.1,0.0,1,45,2,1,0,12,0.4222,0,0,17.945238095238096,0.6170731707317073,0.21428571428571427,1.7110266159695817,0.8668778997501816,0.0,0.0,0.0,0.0,0,Non-Spender,89.58797346140275,0.3333333333333333,0.07604562737642585,0,0.45627376425855515,0.3,19.2,0,Established,0.1331221002498184,0.024390243902439025,Today/Yesterday,4.375,0,17.945238095238096,6.085910652920962,3.4615384615384617,0,1,1,1,1,0,4,1,0,1,-0.3495534339390206
P2587,2025-12-25,4,Regular,46.3,3.5,77.5,20.55,1,75,4,72,1,23,0.2058,0,0,40.68333333333334,9.26,0.5,1.5856236786469347,0.8668778997501816,0.4344608879492601,6.8500000000000005,0.6363636363636364,10.275,1,Dolphin,294.9948676791246,14.4,0.08456659619450317,1,0.48625792811839325,0.5,33.8,0,New,0.1331221002498184,0.2,Today/Yesterday,1.9444444444444444,0,1.8878576952822894,12.920930232558138,3.125,0,0,0,0,0,0,0,0,2,1,-9.848501594048884
P4369,2025-11-01,58,Regular,34.7,4.0,38.1,40.27,4,75,21,22,2,17,0.2305,0,0,31.917857142857144,0.588135593220339,0.5714285714285714,2.1008403361344534,0.5647181220077593,1.1280112044817927,1.1794560669456067,0.21538461538461537,13.423333333333334,1,Dolphin,311.3268334643733,1.0,0.588235294117647,1,0.47619047619047616,0.5,30.200000000000003,0,Established,0.4352818779922407,0.06779661016949153,Week,1.707317073170732,1,0.7733912561874762,1.5740020736132712,4.166666666666667,0,0,0,0,0,0,0,0,2,0,9.871498405951119
P2811,2025-04-19,254,Hardcore,178.2,17.0,113.4,76.56,2,112,58,176,5,89,0.0,0,0,94.92380952380952,0.6988235294117646,2.4285714285714284,0.625,0.751477293075286,0.4272321428571429,0.1239121387283237,0.13409961685823754,12.76,1,Whale,462.6843588239774,2.983050847457627,0.3236607142857143,1,0.49665178571428575,0.7466666666666667,83.26666666666667,1,Loyal,0.248522706924714,0.00784313725490196,Recent,0.4093567251461988,1,1.2238758319212162,0.15271754966319864,1.2444444444444445,0,0,0,0,0,0,0,0,1,1,-24.890773694390717
P4848,2025-10-22,68,Regular,63.3,2.9,35.4,15.35,0,75,8,12,1,31,0.0496,0,0,32.966071428571425,0.917391304347826,0.41428571428571426,1.166407465007776,1.0,0.23872472783825818,0.5261998041136141,0.09333333333333334,7.675,1,Dolphin,238.10869673988782,1.3333333333333333,0.12441679626749612,1,0.48211508553654747,0.5,38.6,0,Established,0.0,0.0,Today/Yesterday,2.3333333333333335,0,2.0162734818698116,3.5922755131822166,2.34375,0,0,0,0,0,0,0,0,2,0,-15.048501594048885
P8313,2025-10-27,63,Casual,7.8,1.3,14.6,0.0,9,45,7,0,0,3,0.6187,1,0,13.838095238095239,0.121875,0.18571428571428572,5.113636363636363,0.2764530466295643,0.0,0.0,0.0,0.0,0,Non-Spender,103.97207708399179,0.0,0.7954545454545454,1,0.3409090909090909,0.3,13.8,0,Established,0.7235469533704357,0.140625,2-Weeks,4.999999999999999,1,13.838095238095239,2.0275539381336105,11.25,1,1,1,0,1,1,5,1,0,0,-0.3495534339390206
P2776,2025-12-17,12,Regular,45.4,7.8,28.1,12.06,0,75,29,20,1,22,0.1252,0,0,37.9577380952381,3.4923076923076923,1.1142857142857143,1.6163793103448276,1.0,0.2599137931034483,0.8391650099403579,0.3684210526315789,6.03,1,Dolphin,322.28599096927894,0.6666666666666666,0.625,1,0.47413793103448276,0.5,33.2,0,Early,0.0,0.0,Today/Yesterday,0.8860759493670887,0,2.906411799022825,6.2514753324415775,3.260869565217391,0,0,0,0,0,0,0,0,2,1,-18.338501594048886
P7635,2025-10-25,65,Casual,1.8,1.7,5.0,0.0,2,45,1,0,0,0,0.459,0,0,11.802380952380952,0.027272727272727275,0.24285714285714285,16.071428571428573,0.751477293075286,0.0,0.0,0.0,0.0,0,Non-Spender,34.657359027997266,0.0,0.35714285714285715,0,0.0,0.3,12.0,0,Established,0.248522706924714,0.030303030303030304,Recent,3.888888888888889,0,11.802380952380952,0.7773778920308483,45.0,0,1,1,1,1,1,5,1,0,0,-0.3495534339390206
P5382,2025-11-28,31,Regular,18.0,2.2,15.8,35.76,5,75,13,71,2,9,0.3303,0,0,21.970238095238095,0.5625,0.31428571428571433,3.9473684210526314,0.4895416595569531,1.8821052631578947,3.3287234042553187,0.3684210526315789,11.92,1,Dolphin,345.78617243156566,5.071428571428571,0.6842105263157895,1,0.47368421052631576,0.5,25.4,0,Established,0.5104583404430469,0.15625,Week,3.043478260869565,1,0.5976669775636043,5.048211757792676,7.5,0,1,0,0,0,0,1,0,2,0,5.361498405951114
P9942,2025-11-12,47,Hardcore,170.2,19.8,122.2,39.72,0,112,67,125,2,85,0.0,0,0,100.0,3.545833333333333,2.8285714285714287,0.6542056074766356,1.0,0.23200934579439253,0.29654436860068256,0.25925925925925924,13.24,1,Dolphin,452.78948060637924,1.838235294117647,0.3913551401869159,1,0.49649532710280375,0.7466666666666667,80.86666666666667,1,Established,0.0,0.0,Today/Yesterday,0.3517587939698492,0,2.4557956777996073,0.6262872426434641,1.302325581395349,0,0,0,0,0,0,0,0,1,1,-61.73077369439072
P2951,2025-12-17,12,Casual,3.0,1.3,7.2,0.0,0,45,8,0,0,1,0.3998,0,0,11.696428571428573,0.23076923076923078,0.18571428571428572,11.25,1.0,0.0,0.0,0.0,0.0,0,Non-Spender,109.86122886681098,0.0,2.0,1,0.25,0.3,12.6,0,Early,0.0,0.0,Today/Yesterday,4.999999999999999,0,11.696428571428573,2.3669972948602345,22.5,0,1,1,0,1,1,4,1,0,0,-0.3495534339390206
P3999,2025-12-26,3,Hardcore,129.7,13.2,101.5,74.12,0,112,31,251,4,64,0.0,0,0,79.59642857142856,32.425,1.8857142857142857,0.8569242540168325,1.0,0.5671002295332824,11.133905579399142,2.8,14.824000000000002,1,Whale,449.7582495155575,7.84375,0.23718439173680186,1,0.4896710022953329,0.7466666666666667,68.26666666666667,1,New,0.0,0.0,Today/Yesterday,0.5263157894736843,0,1.0595903696942033,12.270577105014192,1.7230769230769232,0,0,0,0,0,0,0,0,1,1,-27.330773694390714
P3489,2025-08-10,141,Casual,42.9,3.6,5.0,0.0,4,45,9,5,0,21,0.4779,0,0,20.332738095238096,0.302112676056338,0.5142857142857143,1.0250569476082005,0.5647181220077593,0.0,0.0,0.0,0.0,0,Non-Spender,204.71722811110504,0.5,0.2050113895216401,1,0.4783599088838269,0.3,24.6,0,Veteran,0.4352818779922407,0.028169014084507043,Week,1.8918918918918919,1,20.332738095238096,6.091277890466531,2.0454545454545454,0,1,0,0,1,1,3,1,0,1,-0.3495534339390206
P9978,2025-11-30,29,Regular,44.9,5.2,51.8,13.78,5,75,22,137,1,22,0.3536,0,0,38.18988095238095,1.4966666666666666,0.7428571428571429,1.6339869281045751,0.4895416595569531,0.30021786492374725,0.6112801013941698,0.19444444444444442,6.89,1,Dolphin,403.1373950543177,5.956521739130435,0.4793028322440087,1,0.4793028322440087,0.5,33.2,0,Early,0.5104583404430469,0.16666666666666666,Week,1.3207547169811322,1,2.5838891036793608,2.2909721749778895,3.260869565217391,0,0,0,0,0,0,0,0,2,1,-16.618501594048887
P3743,2025-12-11,18,Casual,1.0,1.8,21.5,0.0,2,45,1,11,0,0,0.5503,0,0,15.318452380952381,0.05263157894736842,0.2571428571428572,22.5,0.751477293075286,0.0,0.0,0.0,0.0,0,Non-Spender,158.90269151739727,5.5,0.5,0,0.0,0.3,12.0,0,Early,0.248522706924714,0.10526315789473684,Recent,3.6842105263157894,0,15.318452380952381,0.3761418592154756,45.0,0,1,1,1,1,0,4,1,0,0,-0.3495534339390206
P10474,2025-11-25,34,Hardcore,116.2,8.4,90.5,134.45,0,112,20,143,8,58,0.0,0,0,67.04583333333333,3.3200000000000003,1.2,0.9556313993174061,1.0,1.1471843003412967,3.2165071770334928,1.3658536585365855,14.938888888888888,1,Mega-Whale,400.71678686497114,6.809523809523809,0.1706484641638225,1,0.4948805460750853,0.7466666666666667,64.66666666666666,1,Established,0.0,0.0,Today/Yesterday,0.8235294117647058,0,0.4949858496370125,1.858010873041254,1.8983050847457628,0,0,0,0,0,0,0,0,1,0,32.99922630560927
P4542,2025-12-25,4,Casual,8.2,2.0,20.9,0.0,0,45,1,2,0,4,0.4511,0,0,16.45059523809524,1.64,0.2857142857142857,4.891304347826087,1.0,0.0,0.0,0.0,0.0,0,Non-Spender,89.58797346140275,1.0,0.10869565217391305,0,0.4347826086956522,0.3,14.4,0,New,0.0,0.0,Today/Yesterday,3.333333333333333,0,16.45059523809524,5.8651226158038146,9.0,0,1,0,1,1,0,3,1,0,1,-0.3495534339390206
P7560,2025-12-28,1,Casual,2.8,2.9,26.4,0.0,4,45,9,3,0,1,0.565,0,0,18.528571428571425,1.4,0.41428571428571426,11.842105263157896,0.5647181220077593,0.0,0.0,0.0,0.0,0,Non-Spender,184.4439727056968,0.3,2.368421052631579,1,0.2631578947368421,0.3,12.6,0,New,0.4352818779922407,2.0,Week,2.3333333333333335,1,18.528571428571425,2.3682938617689704,22.5,0,1,0,0,1,0,2,0,0,1,-0.3495534339390206
P4753,2025-12-05,24,Regular,49.5,4.7,34.5,65.22,5,75,18,69,4,24,0.3178,0,0,34.26785714285714,1.98,0.6714285714285715,1.4851485148514851,0.4895416595569531,1.2914851485148515,3.8108514190317195,0.9032258064516129,13.044,1,Whale,359.64671106079,3.6315789473684212,0.3564356435643564,1,0.4752475247524752,0.5,34.4,0,Early,0.5104583404430469,0.2,Week,1.4583333333333335,1,0.5174850066876644,4.821875869746729,3.0,0,0,0,0,0,0,0,0,2,0,34.82149840595112
P8551,2025-12-19,10,Regular,37.4,4.3,73.7,23.13,2,75,6,70,1,18,0.3353,0,0,40.2077380952381,3.4,0.6142857142857142,1.953125,0.751477293075286,0.60234375,3.2382,0.4117647058823529,11.565,1,Dolphin,310.42950130483143,10.0,0.15625,1,0.46875,0.5,30.799999999999997,0,Early,0.248522706924714,0.18181818181818182,Recent,1.590909090909091,1,1.6662966471296354,4.37658465910674,3.9473684210526314,0,0,0,0,0,0,0,0,2,1,-7.268501594048885
P8622,2025-04-05,268,Casual,8.0,0.5,7.7,0.0,1,45,4,17,0,4,0.3819,0,0,10.99702380952381,0.02973977695167286,0.07142857142857142,5.0,0.8668778997501816,0.0,0.0,0.0,0.0,0,Non-Spender,224.99048351651325,3.4,0.4444444444444444,0,0.4444444444444444,0.3,14.4,0,Loyal,0.1331221002498184,0.0037174721189591076,Today/Yesterday,11.666666666666668,0,10.99702380952381,2.3143683702989395,9.0,0,1,1,0,1,1,4,1,0,0,-0.3495534339390206
P7201,2025-08-19,132,Regular,45.4,8.7,35.1,20.05,4,75,23,25,1,22,0.1355,0,0,41.02321428571429,0.34135338345864663,1.2428571428571427,1.6163793103448276,0.5647181220077593,0.4321120689655173,0.1214730829150078,0.050359712230215826,10.025,1,Dolphin,321.80751841847143,1.0416666666666667,0.4956896551724138,1,0.47413793103448276,0.5,33.2,0,Veteran,0.4352818779922407,0.03007518796992481,Week,0.7954545454545455,1,1.9488462843569734,0.4681694838350417,3.260869565217391,0,0,0,0,0,0,0,0,2,1,-10.348501594048884
P9607,2025-12-13,16,Casual,12.5,2.5,30.9,0.0,1,45,5,17,0,6,0.551,0,0,19.964285714285715,0.7352941176470589,0.35714285714285715,3.3333333333333335,0.8668778997501816,0.0,0.0,0.0,0.0,0,Non-Spender,234.106561356211,2.8333333333333335,0.37037037037037035,0,0.4444444444444444,0.3,15.6,0,Early,0.1331221002498184,0.058823529411764705,Today/Yesterday,2.692307692307692,0,19.964285714285715,3.1702898550724643,6.428571428571429,0,1,0,0,1,0,2,0,0,1,-0.3495534339390206
P10189,2025-09-19,101,Hardcore,114.0,12.8,141.4,76.23,4,112,28,171,5,57,0.0,0,0,85.23214285714286,1.1176470588235294,1.8285714285714287,0.9739130434782609,0.5647181220077593,0.6628695652173914,0.4105323895983997,0.32407407407407407,12.705,1,Whale,425.73951533999633,5.896551724137931,0.24347826086956523,1,0.4956521739130435,0.7466666666666667,64.06666666666666,1,Veteran,0.4352818779922407,0.0392156862745098,Week,0.5426356589147286,1,1.1036144355450324,0.2613224443887499,1.9310344827586208,0,0,0,0,0,0,0,0,1,1,-25.220773694390715
P7830,2025-10-10,80,Hardcore,150.2,16.0,82.6,66.0,1,112,43,216,4,75,0.0,0,0,83.22142857142858,1.8543209876543207,2.2857142857142856,0.7407407407407408,0.8668778997501816,0.43650793650793657,0.358974358974359,0.3218390804597701,13.2,1,Whale,458.204349372936,4.909090909090909,0.2843915343915344,1,0.49603174603174605,0.7466666666666667,74.86666666666667,1,Established,0.1331221002498184,0.012345679012345678,Today/Yesterday,0.43478260869565216,1,1.2421108742004265,0.594302294908995,1.4736842105263157,0,0,0,0,0,0,0,0,1,1,-35.45077369439072
P1165,2025-12-17,12,Hardcore,238.1,18.7,100.9,121.12,0,112,39,191,8,100,0.0,0,0,100.0,18.315384615384616,2.6714285714285713,0.4684232538686742,1.0,0.5065662902551235,3.663958513396716,2.9473684210526314,13.457777777777778,1,Mega-Whale,447.3187413070859,4.775,0.16311166875784192,1,0.41823504809703055,0.7466666666666667,89.86666666666667,0,Early,0.0,0.0,Today/Yesterday,0.3723404255319149,0,0.8188666885031116,4.3362316125775955,1.108910891089109,0,0,0,0,0,0,0,0,1,1,19.669226305609286
P5365,2025-11-04,55,Regular,44.0,3.0,86.6,24.66,3,75,7,27,1,22,0.1436,0,0,41.39880952380952,0.7857142857142857,0.42857142857142855,1.6666666666666667,0.6514390575310556,0.548,1.0036046511627907,0.11290322580645161,12.33,1,Dolphin,270.58230259275194,3.375,0.15555555555555556,1,0.4888888888888889,0.5,33.2,1,Established,0.3485609424689444,0.05357142857142857,Recent,2.258064516129032,1,1.6133596852614778,1.2563736487864574,3.260869565217391,0,0,0,0,0,0,0,0,2,1,-5.738501594048884
P2097,2025-07-25,157,Casual,1.0,2.7,13.5,0.0,5,45,0,5,0,0,0.4654,0,0,15.258928571428573,0.006329113924050633,0.38571428571428573,22.5,0.4895416595569531,0.0,0.0,0.0,0.0,0,Non-Spender,89.58797346140275,5.0,0.0,0,0.0,0.3,12.0,0,Veteran,0.5104583404430469,0.03164556962025317,Week,2.4999999999999996,1,15.258928571428573,0.06837439867158311,45.0,0,1,0,1,1,1,4,1,0,0,-0.3495534339390206
P3766,2025-10-02,88,Regular,28.5,8.1,22.9,51.91,1,75,9,44,3,14,0.0559,0,0,35.29761904761905,0.3202247191011236,1.157142857142857,2.542372881355932,0.8668778997501816,1.7596610169491524,0.5048207835509864,0.22105263157894736,12.9775,1,Whale,305.46237913821824,4.4,0.3050847457627119,1,0.4745762711864407,0.5,28.4,0,Established,0.1331221002498184,0.011235955056179775,Today/Yesterday,0.853658536585366,1,0.6671256671256672,0.7149205166062239,5.0,0,0,0,0,0,0,0,0,2,1,21.511498405951112
P7167,2024-12-29,365,Whale,215.3,12.7,82.1,891.18,2,97,55,310,59,100,0.0,0,0,82.86190476190475,0.5882513661202186,1.8142857142857143,0.44845122515025426,0.751477293075286,4.120110957004161,1.34372859450727,1.1102150537634408,14.853,1,Mega-Whale,488.2572301457192,5.535714285714286,0.25427646786870084,1,0.4623208506703652,0.6466666666666666,85.86666666666666,0,Loyal,0.248522706924714,0.00546448087431694,Recent,0.546875,1,0.09287577031754216,0.23734197772645307,0.9603960396039604,0,0,0,0,0,0,0,0,3,1,70.03556728232184
P8234,2025-08-19,132,Casual,13.8,1.6,10.4,0.0,0,45,3,14,0,6,0.1977,0,0,14.248809523809523,0.1037593984962406,0.2285714285714286,3.0405405405405403,1.0,0.0,0.0,0.0,0.0,0,Non-Spender,204.71722811110504,3.5,0.2027027027027027,0,0.4054054054054054,0.3,15.6,0,Veteran,0.0,0.0,Today/Yesterday,4.117647058823529,0,14.248809523809523,2.2151898734177213,6.428571428571429,0,1,1,0,1,1,4,1,0,0,-0.3495534339390206
P5681,2025-12-27,2,Casual,6.0,1.6,16.7,0.0,2,45,4,19,0,3,0.4945,0,0,14.586309523809524,2.0,0.2285714285714286,6.428571428571429,0.751477293075286,0.0,0.0,0.0,0.0,0,Non-Spender,230.25850929940455,3.8,0.5714285714285714,0,0.42857142857142855,0.3,13.8,0,New,0.248522706924714,0.6666666666666666,Recent,4.117647058823529,0,14.586309523809524,5.322744170327814,11.25,0,1,1,0,1,0,3,1,0,0,-0.3495534339390206
P1851,2025-11-17,42,Regular,29.5,2.2,34.2,24.38,9,75,20,79,1,14,0.4287,1,0,27.24107142857143,0.686046511627907,0.31428571428571433,2.459016393442623,0.2764530466295643,0.7993442622950819,1.716901408450704,0.14285714285714285,12.19,1,Dolphin,371.3274536198652,3.761904761904762,0.6557377049180327,1,0.45901639344262296,0.5,28.4,0,Established,0.7235469533704357,0.20930232558139536,2-Weeks,3.043478260869565,1,1.0733282674772038,3.460816518066635,5.0,1,1,0,0,0,0,2,0,2,0,-6.018501594048885
P3387,2025-11-05,54,Regular,36.7,3.5,40.8,24.47,0,75,11,33,1,18,0.0,0,0,31.8375,0.6672727272727274,0.5,1.989389920424403,1.0,0.6490716180371352,0.8739285714285714,0.11475409836065573,12.235,1,Dolphin,300.5633587202081,2.75,0.2917771883289124,1,0.47745358090185674,0.5,30.799999999999997,0,Established,0.0,0.0,Today/Yesterday,1.9444444444444444,0,1.25,1.8956611570247937,3.9473684210526314,0,0,0,0,0,0,0,0,2,0,-5.928501594048885
P9352,2025-08-18,133,Hardcore,133.1,9.5,66.6,192.09,8,112,23,236,12,66,0.0486,1,0,66.14345238095238,0.9932835820895521,1.3571428571428572,0.8351976137211037,0.31890655732397044,1.4324384787472038,1.0583471074380166,0.6,14.776153846153846,1,Mega-Whale,432.3056985741539,9.833333333333334,0.17151379567486952,1,0.4921700223713647,0.7466666666666667,69.46666666666667,1,Veteran,0.6810934426760296,0.05970149253731343,2-Weeks,0.7291666666666667,1,0.34255244901834575,0.6610215788036056,1.671641791044776,1,0,0,0,0,0,1,0,1,0,90.63922630560928
P9103,2025-12-26,3,Casual,3.3,0.5,15.0,0.0,2,45,3,8,0,1,0.5439,0,0,11.930357142857142,0.825,0.07142857142857142,10.465116279069768,0.751477293075286,0.0,0.0,0.0,0.0,0,Non-Spender,179.1759469228055,2.0,0.6976744186046512,0,0.23255813953488372,0.3,12.6,0,New,0.248522706924714,0.5,Recent,11.666666666666668,0,11.930357142857142,3.1322033898305084,22.5,0,1,1,0,1,0,3,1,0,0,-0.3495534339390206
P3524,2025-12-28,1,Hardcore,200.1,12.1,95.9,80.15,0,112,61,105,5,100,0.0,0,0,85.26547619047619,100.05,1.7285714285714284,0.556936847339632,1.0,0.3985579313774242,29.374345549738223,4.375,13.358333333333334,1,Whale,439.5286739578579,1.6935483870967742,0.3033316757831924,1,0.4972650422675286,0.7466666666666667,89.86666666666667,1,New,0.0,0.0,Today/Yesterday,0.5737704918032788,0,1.0507144324149869,53.17801302210214,1.108910891089109,0,0,0,0,0,0,0,0,1,1,-21.300773694390713
P3309,2025-09-06,114,Casual,50.1,1.7,15.8,0.0,2,45,2,12,0,25,0.3284,0,0,20.089880952380952,0.4356521739130435,0.24285714285714285,0.8806262230919765,0.751477293075286,0.0,0.0,0.0,0.0,0,Non-Spender,183.1780823064823,4.0,0.03913894324853229,0,0.4892367906066536,0.3,27.0,1,Veteran,0.248522706924714,0.017391304347826087,Recent,3.888888888888889,0,20.089880952380952,6.04300927042768,1.7307692307692308,0,1,1,1,1,0,4,1,0,1,-0.3495534339390206
P3157,2025-12-22,7,Casual,9.2,0.5,14.5,0.0,13,45,0,1,0,4,0.9471,1,0,12.563690476190477,1.15,0.07142857142857142,4.411764705882353,0.15611804531597107,0.0,0.0,0.0,0.0,0,Non-Spender,34.657359027997266,1.0,0.0,0,0.3921568627450981,0.3,14.4,0,New,0.8438819546840289,1.625,2-Weeks,11.666666666666668,1,12.563690476190477,8.20817843866171,9.0,1,1,1,1,1,1,6,1,0,0,-0.3495534339390206
P5100,2025-09-12,108,Regular,35.5,4.9,42.1,56.38,0,75,26,69,3,17,0.082,0,0,34.458333333333336,0.3256880733944954,0.7000000000000001,2.0547945205479454,1.0,1.5446575342465754,0.7360313315926893,0.18260869565217389,14.095,1,Whale,377.2166054026844,2.5555555555555554,0.7123287671232876,1,0.4657534246575342,0.5,30.200000000000003,0,Veteran,0.0,0.0,Today/Yesterday,1.4,0,0.6005286394794934,0.6568478703326794,4.166666666666667,0,0,0,0,0,0,0,0,2,0,25.98149840595112
